Current Official Name of Satellite,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Date of Launch,Launch Mass (kg.),Dry Mass (kg.),Power (watts),Expected Lifetime (yrs.),Launch Vehicle,NORAD Number
Huanjing Jianzai 02-05 ,China,Ministry of Ecology and Environment/Ministry of Emergency Management,Government,Earth Observation,,LEO,Sun-Synchronous,2022-10-12 00:00:00,1000.0,,,,Long March 2C,54035
Hubble Space Telescope,ESA/,European Space Agency (ESA)/NASA,Government,Space Science,,LEO,Non-Polar Inclined,1990-04-25 00:00:00,11110.0,,2400,10.0,Space Shuttle (STS 31),20580
Huia'an,China,Huaian Youth Comprehensive Development Base,Civil,Technology Development,,LEO,Sun-Synchronous,2018-01-18 00:00:00,2.5,,,,Long March 11,43156
HXMT,China,National Space Science Center (NSSC),Government,Space Science,,LEO,Non-Polar Inclined,2017-06-15 00:00:00,2500.0,,,4.0,Long March 4B,42758
HYLAS 1,United Kingdom,"Avanti Communications, PLC",Commercial,Communications,,GEO,,2010-11-26 00:00:00,2242.0,,,15.0,Ariane 5,37237
HYLAS 2,United Kingdom,"Avanti Communications, PLC",Commercial,Communications,,GEO,,2012-08-02 00:00:00,3311.0,1532,,15.0,Ariane 5 ECA,38741
HYLAS 4,United Kingdom,"Avanti Communications, PLC",Commercial,Communications,,GEO,,2018-04-05 00:00:00,4050.0,,,15.0,Ariane 5,43272
HySIS,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Hyperspectral Imaging,LEO,Sun-Synchronous,2018-11-29 00:00:00,380.0,,,5.0,PSLV,43719
Icesat-2,USA,National Aeronautics and Space Administration (NASA),Government,Earth Science,Laser Imaging,LEO,Polar,2018-09-15 00:00:00,1515.0,,,3.0,Delta 2,43613
ICEYE-X1,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2018-01-12 00:00:00,80.0,,,,PSLV,43115
ICEYE-X10 ,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2021-01-24 00:00:00,80.0,,,,Falcon 9,47507
ICEYE-X11,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging (SAR),LEO,Sun-Synchronous,2021-06-30 00:00:00,80.0,,,,Falcon 9,48918
ICEYE-X12,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging (SAR),LEO,Sun-Synchronous,2021-06-30 00:00:00,80.0,,,,Falcon 9,48914
ICEYE-X13,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging (SAR),LEO,Sun-Synchronous,2021-06-30 00:00:00,80.0,,,,Falcon 9,48916
ICEYE-X14,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging (SAR),LEO,Sun-Synchronous,2022-01-13 00:00:00,80.0,,,,Falcon 9,51070
ICEYE-X15,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging (SAR),LEO,Sun-Synchronous,2021-06-30 00:00:00,80.0,,,,Falcon 9,48917
ICEYE-X16,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging (SAR),LEO,Sun-Synchronous,2022-01-13 00:00:00,80.0,,,,Falcon 9,51008
ICEYE-X17,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2022-05-25 00:00:00,80.0,,,,Falcon 9,52762
ICEYE-X18,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2022-05-25 00:00:00,80.0,,,,Falcon 9,52749
ICEYE-X19,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2022-05-25 00:00:00,80.0,,,,Falcon 9,52758
ICEYE-X2,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging (SAR),LEO,Sun-Synchronous,2018-12-03 00:00:00,80.0,,,,Falcon 9,43800
ICEYE-X20,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2022-05-25 00:00:00,80.0,,,,Falcon 9,52759
ICEYE-X24,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2022-05-25 00:00:00,80.0,,,,Falcon 9,52755
ICEYE-X4,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2019-07-05 00:00:00,80.0,,,,Soyuz-2.1b,44390
ICEYE-X5,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2019-07-05 00:00:00,80.0,,,,Soyuz-2.1b,44389
ICEYE-X6,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2020-09-28 00:00:00,80.0,,,,Soyuz-2.1b,46497
ICEYE-X7,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2020-09-28 00:00:00,80.0,,,,Soyuz-2.1b,46496
ICEYE-X8,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2021-01-24 00:00:00,80.0,,,,Falcon 9,47510
ICEYE-X9,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2021-01-24 00:00:00,80.0,,,,Falcon 9,47506
ICON,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,Radar Imaging,LEO,Non-Polar Inclined,2019-10-11 00:00:00,288.0,,,,Pegasus,44628
IGS Optical 5,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2015-03-26 00:00:00,1600.0,,,5.0,H2A,40538
IGS Optical 6,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2018-02-26 00:00:00,1600.0,,,5.0,H2A,43223
IGS Optical 7,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2020-02-09 00:00:00,1600.0,,,5.0,H2A,45165
IGS Radar 5,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2017-03-16 00:00:00,1600.0,,,5.0,H2A,42072
IGS Radar 6,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2018-06-12 00:00:00,1600.0,,,5.0,H2A,43495
IGS-5A,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2009-11-28 00:00:00,1600.0,,,5.0,H2A,36104
IGS-6A,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2011-09-23 00:00:00,1600.0,,,5.0,H2A,37813
IGS-7A,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2011-12-12 00:00:00,1600.0,,,5.0,H2A,37954
IGS-8A,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2013-01-27 00:00:00,1600.0,,,5.0,H2A,39061
IGS-8B,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2013-01-27 00:00:00,1600.0,,,5.0,H2A,39062
IGS-9A,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,2015-01-31 00:00:00,1600.0,,,5.0,H2A,40381
USA 184,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,2006-06-28 00:00:00,4000.0,,,,Delta 4,29249
USA 200,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,2008-03-13 00:00:00,4200.0,,,,Atlas 5,32706
USA 259,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,2014-12-13 00:00:00,4200.0,,,,Atlas 5,40344
USA 278,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,2017-09-24 00:00:00,8000.0,,,,Atlas 5,42941
INMARSAT 3 F3,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,1996-12-18 00:00:00,2074.0,860,,13.0,Atlas,24674
INMARSAT 3 F5,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,1998-02-04 00:00:00,2000.0,895,2800,13.0,Ariane 44L,25153
INMARSAT 4 F1,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,2005-03-11 00:00:00,5959.0,,13000,15.0,Atlas 5,28628
INMARSAT 4 F2,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,2005-11-08 00:00:00,5458.0,,13000,15.0,Zenit 3SL,28899
INMARSAT 4 F3,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,2008-08-18 00:00:00,5960.0,,13000,15.0,Proton M,33278
INMARSAT 4-A F4,United Kingdom/ESA,"INMARSAT, Ltd./European Space Agency (ESA)",Government/Commercial,Communications/Technology Development,,GEO,,2013-07-25 00:00:00,6650.0,3370,12000,15.0,Ariane 5 ECA,39215
INMARSAT 5 F1,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,2013-12-08 00:00:00,6070.0,3750,13000,15.0,Proton M,39476
INMARSAT 5 F2,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,2015-02-01 00:00:00,6105.0,3360,13000,15.0,Proton M,40384
INMARSAT 5 F3,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,2015-08-28 00:00:00,6100.0,,15000,15.0,Proton M,40882
INMARSAT 5 F4,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,2017-05-15 00:00:00,6086.0,,,15.0,Falcon 9,42698
INMARSAT 5 F5,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,2019-11-26 00:00:00,4007.0,,,15.0,Ariane 5 ECA,44801
INMARSAT 6 F1,United Kingdom,"INMARSAT,Ltd.",Commercial,Communications,,GEO,,2021-12-22 00:00:00,5470.0,4000,,15.0,H2A,50319
INNOSat-2,Malaysia,Astronautic Technology Sdn. Bhd (ATSB),Government,Technology Development,,LEO,Sun-Synchronous,2018-11-29 00:00:00,4.0,,,,PSLV,43738
INS-1A,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2017-02-15 00:00:00,8.4,,,,PSLV XL,41949
INS-1B,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2017-02-15 00:00:00,8.0,,,,PSLV XL,41954
INS-1C,India,Indian Space Research Organization (ISRO),Government,Technology Development,,LEO,Sun-Synchronous,2018-01-11 00:00:00,5.0,,,0.5,PSLV,43116
INS-2TD,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Thermal Imaging,LEO,Sun-Synchronous,2022-02-14 00:00:00,17.5,,,,PSLV-XL,51658
INSAT 3D,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Meteorology,GEO,,2013-07-25 00:00:00,2090.0,,,,Ariane 5 ECA,39216
INSAT 3DR,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Meteorology,GEO,,2016-09-08 00:00:00,2200.0,,,10.0,GSLV Mk.2,41752
Inspire-Sat-1,USA/India/Singapore/Taiwan,University of Colorado’s Laboratory for Atmospheric and Space Physics/Indian Institute of Space Science and Technology,Civil/Government,Earth Science,,LEO,Sun-Synchronous,2022-02-14 00:00:00,8.0,,,,PSLV XL,51658
INTEGRAL,ESA/Russia,European Space Operations Centre (ESOC)/NASA/Russia,Government,Space Science,,Elliptical,Deep Highly Eccentric,2002-10-17 00:00:00,4000.0,3414,2000,2.0,Proton,27540
Intelsat 10,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,2001-05-14 00:00:00,3739.0,2510,9600,15.0,Proton,26766
Intelsat 10-02,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2004-06-16 00:00:00,5576.0,,11000,13.0,Proton,28358
Intelsat 11,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,2007-10-05 00:00:00,2491.0,,,15.0,Ariane 5,32253
Intelsat 12,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2000-10-29 00:00:00,4167.0,1729,12000,18.0,Ariane 44LP,26590
Intelsat 14,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2009-11-23 00:00:00,5613.0,2517,,16.0,Atlas,36097
Intelsat 15,USA,Intelsat S.A./Sky Perfect JSAT Corp.,Commercial,Communications,,GEO,,2009-11-30 00:00:00,2550.0,,4600,17.0,Zenit 3SLB,36106
Intelsat 16,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2010-02-12 00:00:00,2450.0,,4500,15.0,Proton M,36397
Intelsat 17,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2010-11-26 00:00:00,5540.0,2393,,16.0,Ariane 5,37238
Intelsat 18,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2011-10-05 00:00:00,3200.0,,,15.0,Zenit,37834
Intelsat 19,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2012-06-01 00:00:00,5600.0,,15000,15.0,Zenit,38356
Intelsat 1R,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,2000-11-15 00:00:00,4793.0,3000,15000,15.0,Ariane 5,26608
Intelsat 20,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2012-08-02 00:00:00,6094.0,2989,19300,18.0,Ariane 5 ECA,38740
Intelsat 21,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2012-08-19 00:00:00,5984.0,3600,,15.0,Zenit 3SL,38749
Intelsat 22,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2012-03-25 00:00:00,6199.0,,,18.0,Proton,38098
Intelsat 23,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2012-10-14 00:00:00,3200.0,1503,,18.0,Proton M,38867
Intelsat 25,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2008-07-07 00:00:00,4100.0,,11000,16.0,Ariane 5 ECA,33153
Intelsat 30/DLA 1,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2014-10-16 00:00:00,6220.0,,,15.0,Ariane 5 ECA,40271
Intelsat 31/DLA 2,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2016-06-09 00:00:00,6450.0,,,20.0,Proton,41581
Intelsat 33,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2016-08-24 00:00:00,6600.0,,,15.0,Ariane 5,41748
Intelsat 34,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2015-08-20 00:00:00,3300.0,,,15.0,Ariane 5,40874
Intelsat 35E,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2017-07-05 00:00:00,6761.0,,,15.0,Falcon 9,42818
Intelsat 36,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2016-08-24 00:00:00,3250.0,,,15.0,Ariane 5,41747
Intelsat 37E,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2017-09-29 00:00:00,6438.0,,,15.0,Ariane 5,42950
Intelsat 39,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2019-08-06 00:00:00,6600.0,,,15.0,Ariane 5,44476
Intelsat 5,USA,Intelsat S.A.,Commercial,Communications,,GEO,,1997-08-28 00:00:00,2730.0,2519,9700,15.0,Proton K,24916
Intelsat 9,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,2000-07-28 00:00:00,3659.0,2389,9900,15.0,Zenit 3SL,26451
Intelsat 901,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2001-06-09 00:00:00,4723.0,1972,10000,13.0,Atlas 2AS,26824
Intelsat 902,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2001-08-30 00:00:00,4723.0,1972,8500,13.0,Ariane 44L,26900
Intelsat 904,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2002-02-23 00:00:00,4680.0,2350,8500,13.0,Proton K,27380
Intelsat 905,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2002-06-05 00:00:00,4723.0,1984,10000,13.0,Ariane 44L,27438
Intelsat 906,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2002-09-06 00:00:00,4723.0,1955,7000,13.0,Ariane 44L,27513
Intelsat New Dawn,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2011-04-22 00:00:00,3000.0,1283,4800,15.0,Ariane 5,37392
International Space Station,Multinational,National Aeronautics and Space Administration (NASA)/Multinational,Government,Space Science,,LEO,Non-Polar Inclined,1998-11-20 00:00:00,,,,30.0,Proton,25544
Interstellar Boundary Explorer,USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,Government,Space Science,,Elliptical,Deep Highly Eccentric,2008-10-19 00:00:00,462.0,,,,Pegasus XL,33401
ION SVC Lucas,Italy,D-Orbit,Commercial,Technology Demonstration,,LEO,Sun-Synchronous,2020-09-02 00:00:00,150.0,,,,Vega,46274
Iridium Next 102,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-01-14 00:00:00,860.0,678,50,15.0,Falcon 9,41920
Iridium Next 103,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-01-14 00:00:00,860.0,678,50,15.0,Falcon 9,41918
Iridium Next 104,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-01-14 00:00:00,860.0,678,50,15.0,Falcon 9,41922
Iridium Next 105,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-01-14 00:00:00,860.0,678,50,15.0,Falcon 9,41921
Iridium Next 106,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-01-14 00:00:00,860.0,678,50,15.0,Falcon 9,41917
Iridium Next 107,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-10-09 00:00:00,860.0,678,50,15.0,Falcon 9,42960
Iridium Next 108,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-01-14 00:00:00,860.0,678,50,15.0,Falcon 9,41924
Iridium Next 109,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-01-14 00:00:00,860.0,678,50,15.0,Falcon 9,41919
Iridium Next 110,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2018-05-22 00:00:00,860.0,678,50,15.0,Falcon 9,43481
Iridium Next 111,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-01-14 00:00:00,860.0,678,50,15.0,Falcon 9,41926
Iridium Next 112,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-01-14 00:00:00,860.0,678,50,15.0,Falcon 9,41925
Iridium Next 113,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-06-25 00:00:00,860.0,678,50,15.0,Falcon 9,42803
Iridium Next 114,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-01-14 00:00:00,860.0,678,50,15.0,Falcon 9,41923
Iridium Next 115,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-06-25 00:00:00,860.0,678,50,15.0,Falcon 9,42806
Iridium Next 116,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-12-23 00:00:00,860.0,678,50,15.0,Falcon 9,43072
Iridium Next 117,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-06-25 00:00:00,860.0,678,50,15.0,Falcon 9,42808
Iridium Next 118,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-06-25 00:00:00,860.0,678,50,15.0,Falcon 9,42807
Iridium Next 119,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-10-09 00:00:00,860.0,678,50,15.0,Falcon 9,42959
Iridium Next 120,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-06-25 00:00:00,860.0,678,50,15.0,Falcon 9,42805
Iridium Next 121,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-06-25 00:00:00,860.0,678,50,15.0,Falcon 9,42812
Iridium Next 122,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-10-09 00:00:00,860.0,678,50,15.0,Falcon 9,42957
Iridium Next 123,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-06-25 00:00:00,860.0,678,50,15.0,Falcon 9,42804
Iridium Next 124,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-06-25 00:00:00,860.0,678,50,15.0,Falcon 9,42810
Iridium Next 125,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-10-09 00:00:00,860.0,678,50,15.0,Falcon 9,42964
Iridium Next 126,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-06-25 00:00:00,860.0,678,50,15.0,Falcon 9,42809
Iridium Next 127,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-10-09 00:00:00,860.0,678,50,15.0,Falcon 9,42956
Iridium Next 128,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-06-25 00:00:00,860.0,678,50,15.0,Falcon 9,42811
Iridium Next 129,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-10-09 00:00:00,860.0,678,50,15.0,Falcon 9,42958
Iridium Next 130,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-12-23 00:00:00,860.0,678,50,15.0,Falcon 9,43073
Iridium Next 131,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-12-23 00:00:00,860.0,678,50,15.0,Falcon 9,43079
Iridium Next 132,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-10-09 00:00:00,860.0,678,50,15.0,Falcon 9,42961
Iridium Next 133,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-10-09 00:00:00,860.0,678,50,15.0,Falcon 9,42955
Iridium Next 134,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-12-23 00:00:00,860.0,678,50,15.0,Falcon 9,43075
Iridium Next 135,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-12-23 00:00:00,860.0,678,50,15.0,Falcon 9,43070
Iridium Next 136,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-10-09 00:00:00,860.0,678,50,15.0,Falcon 9,42962
Iridium Next 137,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-12-23 00:00:00,860.0,678,50,15.0,Falcon 9,43076
Iridium Next 138,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-12-23 00:00:00,860.0,678,50,15.0,Falcon 9,43071
Iridium Next 139,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2017-10-09 00:00:00,860.0,678,50,15.0,Falcon 9,42963
Iridium Next 140,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,2018-03-30 00:00:00,860.0,678,50,15.0,Falcon 9,43252
