SatCatId,ObjectId,ObjectName,LaunchDate,LaunchYear,LaunchSite,LaunchSiteCountry,LaunchVehicle,Status,StatusCode,OrbitClassEstimated,OrbitalPeriod,DecayDate,OwnerCode,Owner,Inclination,UseType,Purpose,LaunchMass,DryMass,ExpLifetime,UcsData,LaunchVehicleClass
8836,1976-038D,SSU 2,1976-04-30,1976,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,104.14,-1.0,US,USA,63.36,,,-1.0,,-1.0,0,
8838,1976-042A,COMSTAR 1,1976-05-13,1976,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1442.45,-1.0,US,USA,8.47,,,-1.0,,-1.0,0,
8845,1976-043A,METEOR 1-25,1976-05-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,102.0,-1.0,CIS,Russia/USSR,81.26,,,-1.0,,-1.0,0,
8860,1976-047A,P 76-5,1976-05-22,1976,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,105.25,-1.0,US,USA,99.92,,,-1.0,,-1.0,0,
8871,1976-050A,OPS 7837,1976-06-02,1976,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,,-1.0,-1.0,US,USA,-1.0,,,-1.0,,-1.0,0,
8873,1976-051A,COSMOS 823,1976-06-02,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.84,-1.0,CIS,Russia/USSR,82.96,,,-1.0,,-1.0,0,
8882,1976-053A,MARISAT 3,1976-06-10,1976,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,HEO,1501.56,-1.0,US,USA,8.27,,,-1.0,,-1.0,0,
8884,1976-038J,SSU 3,1976-04-30,1976,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.75,-1.0,US,USA,63.35,,,-1.0,,-1.0,0,
8889,1976-054A,COSMOS 825,1976-06-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.67,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
8890,1976-054B,COSMOS 826,1976-06-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,116.27,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
8891,1976-054C,COSMOS 827,1976-06-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.9,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
8892,1976-054D,COSMOS 828,1976-06-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.11,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
8893,1976-054E,COSMOS 829,1976-06-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.32,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
8894,1976-054F,COSMOS 830,1976-06-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.55,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
8895,1976-054G,COSMOS 831,1976-06-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.78,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
8896,1976-054H,COSMOS 832,1976-06-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,116.01,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
8916,1976-059A,OPS 2112 (DSP 6),1976-06-26,1976,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1447.62,-1.0,US,USA,3.97,,,-1.0,,-1.0,0,
8923,1976-061A,COSMOS 836,1976-06-29,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,100.42,-1.0,CIS,Russia/USSR,74.06,,,-1.0,,-1.0,0,
9008,1976-065C,OPS 5366,1976-07-08,1976,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,,-1.0,-1.0,US,USA,-1.0,,,-1.0,,-1.0,0,
9009,1976-066A,PALAPA 1,1976-07-08,1976,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1438.57,-1.0,INDO,Indonesia,8.39,,,-1.0,,-1.0,0,
9011,1976-067A,COSMOS 839,1976-07-08,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,116.8,-1.0,CIS,Russia/USSR,65.86,,,-1.0,,-1.0,0,
9022,1976-069A,COSMOS 841,1976-07-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,100.23,-1.0,CIS,Russia/USSR,74.05,,,-1.0,,-1.0,0,
9025,1976-070A,COSMOS 842,1976-07-21,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.79,-1.0,CIS,Russia/USSR,82.99,,,-1.0,,-1.0,0,
9047,1976-073A,COMSTAR 2,1976-07-22,1976,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1440.35,-1.0,US,USA,8.42,,,-1.0,,-1.0,0,
9057,1976-077A,NOAA 5,1976-07-29,1976,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,116.33,-1.0,US,USA,102.28,,,-1.0,,-1.0,0,
9061,1976-078A,COSMOS 846,1976-07-29,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.6,-1.0,CIS,Russia/USSR,82.93,,,-1.0,,-1.0,0,
9415,1976-091A,OPS 5721 (DMSP 5D-1 F1),1976-09-11,1976,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,100.87,-1.0,US,USA,98.33,,,-1.0,,-1.0,0,
9416,1976-092A,RADUGA 2,1976-09-11,1976,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,-,GSO,1436.47,-1.0,CIS,Russia/USSR,4.09,,,-1.0,,-1.0,0,
9443,1976-098A,COSMOS 858,1976-09-29,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,100.35,-1.0,CIS,Russia/USSR,74.05,,,-1.0,,-1.0,0,
9478,1976-101A,MARISAT 2,1976-10-14,1976,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1475.53,-1.0,US,USA,6.31,,,-1.0,,-1.0,0,
9481,1976-102A,METEOR 1-26,1976-10-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,102.11,-1.0,CIS,Russia/USSR,81.21,,,-1.0,,-1.0,0,
9486,1976-103A,COSMOS 860,1976-10-17,1976,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,104.24,-1.0,CIS,Russia/USSR,64.7,,,-1.0,,-1.0,0,
9494,1976-104A,COSMOS 861,1976-10-21,1976,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,104.22,-1.0,CIS,Russia/USSR,64.86,,,-1.0,,-1.0,0,
9495,1976-105A,COSMOS 862,1976-10-22,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,MEO,718.46,-1.0,CIS,Russia/USSR,70.2,,,-1.0,,-1.0,0,
9503,1976-107A,EKRAN 1,1976-10-26,1976,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,-,GSO,1435.84,-1.0,CIS,Russia/USSR,4.18,,,-1.0,,-1.0,0,
9509,1976-108A,COSMOS 864,1976-10-29,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.68,-1.0,CIS,Russia/USSR,82.94,,,-1.0,,-1.0,0,
9588,1976-118A,COSMOS 871,1976-12-07,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.67,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
9589,1976-118B,COSMOS 872,1976-12-07,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.46,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
9590,1976-118C,COSMOS 873,1976-12-07,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.53,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
9591,1976-118D,COSMOS 874,1976-12-07,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.76,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
9592,1976-118E,COSMOS 875,1976-12-07,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.88,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
9593,1976-118F,COSMOS 876,1976-12-07,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,116.01,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
9594,1976-118G,COSMOS 877,1976-12-07,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.08,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
9595,1976-118H,COSMOS 878,1976-12-07,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.3,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
9610,1976-122A,COSMOS 883,1976-12-15,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.63,-1.0,CIS,Russia/USSR,82.95,,,-1.0,,-1.0,0,
9634,1976-126A,COSMOS 886,1976-12-27,1976,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,114.6,-1.0,CIS,Russia/USSR,65.83,,,-1.0,,-1.0,0,
9637,1976-128A,COSMOS 887,1976-12-28,1976,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.61,-1.0,CIS,Russia/USSR,82.94,,,-1.0,,-1.0,0,
9661,1977-002A,METEOR 2-2,1977-01-06,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,102.55,-1.0,CIS,Russia/USSR,81.26,,,-1.0,,-1.0,0,
9737,1977-004A,COSMOS 890,1977-01-20,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.96,-1.0,CIS,Russia/USSR,82.96,,,-1.0,,-1.0,0,
9785,1977-005A,NATO 3B,1977-01-28,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,HEO,1511.51,-1.0,NATO,NATO,8.69,,,-1.0,,-1.0,0,
9803,1977-007A,OPS 3151 (DSP 7),1977-02-06,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1476.47,-1.0,US,USA,5.33,,,-1.0,,-1.0,0,
9841,1977-012A,TANSEI-3 (MS-T3),1977-02-19,1977,"Uchinoura Space Center(Fomerly Kagoshima Space Center—University of Tokyo, Japan)",Japan,,Inactive,-,MEO,134.09,-1.0,JPN,Japan,65.76,,,-1.0,,-1.0,0,
9846,1977-013A,COSMOS 894,1977-02-21,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.79,-1.0,CIS,Russia/USSR,82.94,,,-1.0,,-1.0,0,
9852,1977-014A,KIKU-2 (ETS-II),1977-02-23,1977,"Tanegashima Space Center, Japan",Japan,,Inactive,-,GSO,1439.79,-1.0,JPN,Japan,5.87,,,-1.0,,-1.0,0,
9862,1977-018A,PALAPA 2,1977-03-10,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1439.32,-1.0,INDO,Indonesia,9.13,,,-1.0,,-1.0,0,
9880,1977-021A,MOLNIYA 1-36,1977-03-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,MEO,716.89,-1.0,CIS,Russia/USSR,63.66,,,-1.0,,-1.0,0,
9903,1977-024A,METEOR 1-27,1977-04-05,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,102.22,-1.0,CIS,Russia/USSR,81.27,,,-1.0,,-1.0,0,
9931,1977-029A,GEOS-1,1977-04-20,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,734.04,-1.0,ESA,ESA,27.11,,,-1.0,,-1.0,0,
10000,1977-034A,OPS 9437 (DSCS 2-7),1977-05-12,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1489.53,-1.0,US,USA,8.65,,,-1.0,,-1.0,0,
10001,1977-034B,OPS 9438 (DSCS 2-8),1977-05-12,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,HEO,1509.02,-1.0,US,USA,9.32,,,-1.0,,-1.0,0,
10010,1977-036A,COSMOS 909,1977-05-19,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,117.04,-1.0,CIS,Russia/USSR,65.86,,,-1.0,,-1.0,0,
10016,1977-038A,OPS 9751,1977-05-23,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1435.58,-1.0,US,USA,7.68,,,-1.0,,-1.0,0,
10019,1977-039A,COSMOS 911,1977-05-25,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.7,-1.0,CIS,Russia/USSR,82.95,,,-1.0,,-1.0,0,
10024,1977-041A,INTELSAT 4A-F4,1977-05-26,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1448.13,-1.0,ITSO,INTELSAT,9.36,,,-1.0,,-1.0,0,
10033,1977-044A,OPS 5644 (DMSP 5D-1 F2),1977-06-05,1977,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,100.61,-1.0,US,USA,99.15,,,-1.0,,-1.0,0,
10061,1977-048A,GOES 2,1977-06-16,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1448.66,-1.0,US,USA,6.98,,,-1.0,,-1.0,0,
10091,1977-053A,NTS 2,1977-06-23,1977,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,MEO,718.39,-1.0,US,USA,63.25,,,-1.0,,-1.0,0,
10095,1977-055A,COSMOS 921,1977-06-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,96.24,-1.0,CIS,Russia/USSR,75.83,,,-1.0,,-1.0,0,
10120,1977-059A,COSMOS 923,1977-07-01,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,100.5,-1.0,CIS,Russia/USSR,74.05,,,-1.0,,-1.0,0,
10137,1977-062A,COSMOS 926,1977-07-08,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.91,-1.0,CIS,Russia/USSR,82.94,,,-1.0,,-1.0,0,
10141,1977-064A,COSMOS 928,1977-07-13,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.58,-1.0,CIS,Russia/USSR,82.96,,,-1.0,,-1.0,0,
10143,1977-065A,HIMAWARI-1 (GMS-1),1977-07-14,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1450.93,-1.0,JPN,Japan,7.08,,,-1.0,,-1.0,0,
10150,1977-068A,COSMOS 931,1977-07-20,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,MEO,718.03,-1.0,CIS,Russia/USSR,70.31,,,-1.0,,-1.0,0,
10159,1977-071A,RADUGA 3,1977-07-23,1977,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,-,GSO,1436.43,-1.0,CIS,Russia/USSR,4.72,,,-1.0,,-1.0,0,
10282,1977-079A,COSMOS 939,1977-08-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.81,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
10286,1977-079B,COSMOS 940,1977-08-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.39,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
10287,1977-079C,COSMOS 941,1977-08-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.6,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10288,1977-079D,COSMOS 942,1977-08-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.92,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
10289,1977-079E,COSMOS 943,1977-08-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.01,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
10290,1977-079F,COSMOS 944,1977-08-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.23,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
10291,1977-079G,COSMOS 945,1977-08-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.45,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10292,1977-079H,COSMOS 946,1977-08-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.67,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
10294,1977-080A,SIRIO,1977-08-25,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1436.08,-1.0,IT,Italy,7.75,,,-1.0,,-1.0,0,
10352,1977-087A,COSMOS 951,1977-09-13,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.78,-1.0,CIS,Russia/USSR,82.97,,,-1.0,,-1.0,0,
10358,1977-088A,COSMOS 952,1977-09-16,1977,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,104.07,-1.0,CIS,Russia/USSR,64.94,,,-1.0,,-1.0,0,
10365,1977-092A,EKRAN 2,1977-09-20,1977,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,-,GSO,1435.36,-1.0,CIS,Russia/USSR,4.84,,,-1.0,,-1.0,0,
10455,1977-105A,MOLNIYA 3-8,1977-10-28,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,MEO,718.42,-1.0,CIS,Russia/USSR,63.71,,,-1.0,,-1.0,0,
10457,1977-106A,TRANSAT,1977-10-28,1977,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,106.75,-1.0,US,USA,89.64,,,-1.0,,-1.0,0,
10459,1977-107A,COSMOS 962,1977-10-28,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.74,-1.0,CIS,Russia/USSR,82.95,,,-1.0,,-1.0,0,
10489,1977-108A,METEOSAT-1,1977-11-23,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1436.47,-1.0,ESA,ESA,5.67,,,-1.0,,-1.0,0,
10491,1977-109A,COSMOS 963,1977-11-24,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,109.29,-1.0,CIS,Russia/USSR,82.93,,,-1.0,,-1.0,0,
10502,1977-112A,OPS 8781,1977-12-08,1977,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,102.36,-1.0,US,USA,63.33,,,-1.0,,-1.0,0,
10508,1977-114A,OPS 4258,1977-12-11,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,,-1.0,-1.0,US,USA,-1.0,,,-1.0,,-1.0,0,
10512,1977-116A,COSMOS 967,1977-12-13,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.72,-1.0,CIS,Russia/USSR,65.84,,,-1.0,,-1.0,0,
10514,1977-117A,METEOR 2-3,1977-12-14,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,102.04,-1.0,CIS,Russia/USSR,81.2,,,-1.0,,-1.0,0,
10516,1977-118A,SAKURA (CS),1977-12-15,1977,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1455.8,-1.0,JPN,Japan,7.93,,,-1.0,,-1.0,0,
10520,1977-119A,COSMOS 968,1977-12-16,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,100.21,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10529,1977-112D,SS 1,1977-12-08,1977,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.6,-1.0,US,USA,63.33,,,-1.0,,-1.0,0,
10531,1977-121A,COSMOS 970,1977-12-21,1977,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,105.89,-1.0,CIS,Russia/USSR,65.86,,,-1.0,,-1.0,0,
10536,1977-122A,COSMOS 971,1977-12-23,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.85,-1.0,CIS,Russia/USSR,82.94,,,-1.0,,-1.0,0,
10539,1977-123A,COSMOS 972,1977-12-27,1977,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,103.66,-1.0,CIS,Russia/USSR,75.83,,,-1.0,,-1.0,0,
10544,1977-112E,SS 2,1977-12-08,1977,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.54,-1.0,US,USA,63.33,,,-1.0,,-1.0,0,
10557,1978-002A,INTELSAT 4A-F3,1978-01-07,1978,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1441.25,-1.0,ITSO,INTELSAT,9.44,,,-1.0,,-1.0,0,
10581,1978-005A,COSMOS 976,1978-01-10,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.08,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10584,1978-005B,COSMOS 977,1978-01-10,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.47,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10585,1978-005C,COSMOS 978,1978-01-10,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.68,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10586,1978-005D,COSMOS 979,1978-01-10,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.88,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10587,1978-005E,COSMOS 980,1978-01-10,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.3,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10588,1978-005F,COSMOS 981,1978-01-10,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.53,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10589,1978-005G,COSMOS 982,1978-01-10,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.74,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10590,1978-005H,COSMOS 983,1978-01-10,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.99,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
10594,1977-112F,SS 3,1977-12-08,1977,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,102.68,-1.0,US,USA,63.33,,,-1.0,,-1.0,0,
10599,1978-007A,COSMOS 985,1978-01-17,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.58,-1.0,CIS,Russia/USSR,82.94,,,-1.0,,-1.0,0,
10637,1978-012A,IUE,1978-01-26,1978,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1438.84,-1.0,US,USA,37.26,,,-1.0,,-1.0,0,
10664,1978-014A,KYOKKO (EXOS-A),1978-02-04,1978,"Uchinoura Space Center(Fomerly Kagoshima Space Center—University of Tokyo, Japan)",Japan,,Inactive,-,MEO,133.85,-1.0,JPN,Japan,65.37,,,-1.0,,-1.0,0,
10669,1978-016A,OPS 6391 (FLTSATCOM 1),1978-02-09,1978,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1454.5,-1.0,US,USA,7.68,,,-1.0,,-1.0,0,
10674,1978-018A,UME-2 (ISS-B),1978-02-16,1978,"Tanegashima Space Center, Japan",Japan,,Inactive,-,LEO,107.17,-1.0,JPN,Japan,69.37,,,-1.0,,-1.0,0,
10676,1978-019A,COSMOS 990,1978-02-17,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,100.2,-1.0,CIS,Russia/USSR,74.04,,,-1.0,,-1.0,0,
10684,1978-020A,NAVSTAR 1 (OPS 5111),1978-02-22,1978,"Air Force Western Test Range, California, USA",USA,,Inactive,-,MEO,727.01,-1.0,US,USA,64.18,,,-1.0,,-1.0,0,
10688,1978-021A,OPS 6031,1978-02-25,1978,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,,-1.0,-1.0,US,USA,-1.0,,,-1.0,,-1.0,0,
10692,1978-022A,COSMOS 991,1978-02-28,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.61,-1.0,CIS,Russia/USSR,82.99,,,-1.0,,-1.0,0,
10702,1978-026A,LANDSAT 3,1978-03-05,1978,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,103.08,-1.0,US,USA,99.03,,,-1.0,,-1.0,0,
10703,1978-026B,OSCAR 8 (AO-8),1978-03-05,1978,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,102.88,-1.0,US,USA,99.32,,,-1.0,,-1.0,0,
10731,1978-028A,COSMOS 994,1978-03-15,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.85,-1.0,CIS,Russia/USSR,82.93,,,-1.0,,-1.0,0,
10734,1978-029B,OPS 7858,1978-03-16,1978,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,,-1.0,-1.0,US,USA,-1.0,,,-1.0,,-1.0,0,
10744,1978-031A,COSMOS 996,1978-03-28,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.6,-1.0,CIS,Russia/USSR,82.92,,,-1.0,,-1.0,0,
10776,1978-034A,COSMOS 1000,1978-03-31,1978,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.68,-1.0,CIS,Russia/USSR,82.94,,,-1.0,,-1.0,0,
10778,1978-035A,INTELSAT 4A-F6,1978-03-31,1978,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1434.9,-1.0,ITSO,INTELSAT,9.23,,,-1.0,,-1.0,0,
10787,1978-038A,OPS 8790,1978-04-07,1978,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1432.94,-1.0,US,USA,3.96,,,-1.0,,-1.0,0,
10792,1978-039A,YURI (BS),1978-04-07,1978,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1436.74,-1.0,JPN,Japan,6.06,,,-1.0,,-1.0,0,
